<grid>
0.582677
(10844, 24308),(10882, 24276)
(10900, 25140),(10946, 25108)
(10939, 27572),(11218, 27540)
(11228, 23476),(11488, 23444)
(11324, 26356),(11792, 26324)
(11604, 23284),(11616, 23252)
(11644, 27508),(11654, 27476)
(11740, 23476),(13908, 23444)
(11868, 23284),(12930, 23252)
(11884, 27572),(12090, 27540)
(11988, 25076),(12272, 25044)
(11988, 26164),(12354, 26132)
(12204, 24820),(12482, 24788)
(12308, 25012),(12458, 24980)
(12316, 26036),(12680, 26004)
(12500, 24756),(14228, 24724)
(12436, 26292),(12994, 26260)
(12692, 26356),(12760, 26292)
(12764, 26164),(12802, 26132)
(13076, 23860),(13218, 23828)
(13084, 23668),(13122, 23636)
(13140, 23732),(13410, 23700)
(13164, 23604),(13658, 23572)
(12724, 30164),(12978, 30100)
(12444, 30196),(13619, 30164)
(12444, 30228),(13178, 30196)
(8020, 30260),(13178, 30228)
(8020, 30292),(9154, 30260)
(7828, 30324),(9154, 30292)
(11348, 30324),(11808, 30260)
(12532, 25076),(13418, 25044)
(12628, 25140),(13418, 25076)
(13418, 25140),(13762, 25108)
(13751, 25204),(13762, 25140)
(13762, 25204),(14816, 25172)
(13923, 30196),(14082, 30164)
(14100, 23604),(14138, 23572)
(14168, 23476),(14914, 23444)
(14479, 24564),(15234, 24532)
(14484, 24436),(14538, 24404)
(15332, 25524),(15498, 25492)
(15380, 25076),(15498, 25044)
(15444, 23732),(15578, 23700)
(15508, 24564),(16288, 24532)
(15572, 25460),(15818, 25428)
(15700, 23156),(15938, 23124)
(15564, 25588),(15892, 25556)
(15892, 25588),(15960, 25492)
(15960, 25588),(16194, 25556)
(14084, 30260),(15324, 30228)
(15324, 30260),(15604, 30164)
(15604, 30260),(15858, 30100)
(15858, 30196),(16499, 30164)
(15858, 30260),(16058, 30196)
(16116, 25396),(16338, 25364)
(16212, 25524),(16618, 25492)
(16684, 34484),(16938, 34452)
(11919, 24148),(13344, 24084)
(13596, 24116),(16688, 24084)
(10924, 24180),(11732, 24148)
(13596, 24148),(14192, 24116)
(14452, 24180),(15210, 24116)
(15508, 24180),(16210, 24116)
(11382, 24436),(11860, 24404)
(16468, 24148),(16688, 24116)
(11732, 24180),(14192, 24148)
(16468, 24180),(16770, 24148)
(11732, 24244),(11738, 24180)
(13588, 24212),(14192, 24180)
(14548, 24212),(15210, 24180)
(11860, 24436),(11964, 24340)
(11964, 24436),(13338, 24276)
(13338, 24372),(13588, 24276)
(13588, 24372),(13762, 24212)
(13762, 24308),(14296, 24212)
(14296, 24308),(14458, 24276)
(14548, 24244),(14932, 24212)
(14932, 24308),(15234, 24212)
(15234, 24244),(15418, 24212)
(16084, 24244),(16130, 24180)
(16524, 24244),(16770, 24180)
(16770, 24244),(16858, 24212)
(16724, 30676),(17178, 30612)
(16468, 30740),(17258, 30676)
(16372, 30772),(17666, 30740)
(17284, 22516),(17810, 22484)
(17812, 25396),(17820, 25364)
(16916, 25460),(17778, 25428)
(17084, 25524),(17410, 25460)
(17644, 25588),(17724, 25556)
(17724, 25588),(17778, 25460)
(17778, 25588),(17858, 25492)
(17858, 25588),(18218, 25556)
(17940, 22452),(17978, 22420)
(18004, 23860),(18114, 23828)
(18328, 39284),(18818, 39252)
(18644, 23860),(18690, 23828)
(18708, 25844),(19002, 25812)
(18780, 26676),(20000, 26644)
(18964, 39156),(19098, 39124)
(0, 25000),(1018, 20000)
(1018, 25000),(3522, 24724)
(1018, 24564),(3586, 24084)
(1018, 23924),(7042, 23444)
(1018, 23284),(10178, 22804)
(1018, 22644),(2032, 22164)
(1018, 22004),(8514, 21524)
(1018, 21364),(13762, 20884)
(1018, 20724),(20000, 20244)
(1018, 20084),(20000, 20000)
(2032, 22644),(2200, 22356)
(2032, 22260),(2292, 22164)
(2200, 22644),(2452, 22612)
(2200, 22516),(2292, 22356)
(2292, 22516),(2452, 22356)
(2292, 22356),(2452, 22164)
(2452, 22644),(3392, 22164)
(3392, 22644),(3570, 22356)
(3392, 22260),(3652, 22164)
(3522, 25000),(4284, 24916)
(3522, 24820),(4284, 24724)
(3570, 22644),(3860, 22612)
(3570, 22516),(3652, 22356)
(3586, 24564),(7404, 24468)
(3586, 24372),(5634, 24084)
(3652, 22516),(3860, 22356)
(3652, 22356),(3860, 22164)
(3860, 22644),(8962, 22164)
(4284, 25000),(6944, 24724)
(13762, 20980),(20000, 20884)
(5634, 24372),(7404, 24276)
(5634, 24180),(7320, 24084)
(13762, 21076),(14498, 20980)
(15084, 21076),(20000, 20980)
(13762, 21172),(20000, 21076)
(14444, 21268),(15018, 21172)
(15380, 21268),(20000, 21172)
(13762, 21300),(20000, 21268)
(13762, 21364),(14820, 21300)
(16788, 21364),(20000, 21300)
(8514, 21588),(14816, 21524)
(15068, 21588),(20000, 21524)
(8514, 21620),(20000, 21588)
(8514, 21716),(14618, 21620)
(6944, 25000),(7018, 24788)
(7018, 24948),(7178, 24788)
(7042, 23924),(9282, 23636)
(7042, 23540),(7170, 23444)
(7170, 23476),(10103, 23444)
(7178, 24948),(8468, 24916)
(15060, 21716),(15170, 21620)
(17164, 21684),(20000, 21620)
(18196, 21780),(20000, 21684)
(8514, 21748),(16778, 21716)
(8514, 21844),(13178, 21748)
(13780, 21812),(14210, 21748)
(14524, 21812),(14722, 21748)
(15484, 21780),(16778, 21748)
(15484, 21812),(20000, 21780)
(15484, 21844),(16218, 21812)
(16532, 21876),(20000, 21812)
(8514, 21876),(13442, 21844)
(15004, 21908),(16218, 21844)
(13404, 21908),(13442, 21876)
(19220, 21972),(20000, 21876)
(13404, 21972),(14338, 21908)
(14612, 21972),(14680, 21908)
(14932, 21940),(16298, 21908)
(14932, 21972),(15008, 21940)
(15260, 22004),(15298, 21940)
(15550, 21972),(16298, 21940)
(8514, 22004),(13404, 21972)
(13404, 22004),(14932, 21972)
(14932, 22004),(15008, 21972)
(15550, 22004),(16672, 21972)
(16924, 22004),(20000, 21972)
(8962, 22196),(13698, 22164)
(14036, 22196),(18100, 22164)
(18708, 22228),(20000, 22164)
(16020, 22228),(18100, 22196)
(16020, 22260),(20000, 22228)
(16980, 22356),(17218, 22260)
(18204, 22324),(19138, 22260)
(8962, 22356),(13570, 22292)
(13844, 22324),(15178, 22292)
(13844, 22356),(15098, 22324)
(18260, 22356),(19138, 22324)
(8962, 22388),(15098, 22356)
(16124, 22388),(17898, 22356)
(18260, 22388),(19258, 22356)
(8962, 22484),(13792, 22388)
(14052, 22452),(14978, 22388)
(16204, 22452),(17018, 22388)
(18644, 22484),(18818, 22388)
(14292, 22484),(14978, 22452)
(16204, 22484),(16834, 22452)
(8962, 22548),(14018, 22484)
(14292, 22516),(16834, 22484)
(18068, 22516),(20000, 22484)
(14292, 22548),(14786, 22516)
(18388, 22612),(19074, 22516)
(8962, 22580),(14292, 22548)
(14292, 22580),(14786, 22548)
(8962, 22644),(12994, 22580)
(13716, 22644),(14048, 22580)
(14300, 22612),(14786, 22580)
(14300, 22644),(15258, 22612)
(15572, 22644),(20000, 22612)
(10178, 22836),(12384, 22804)
(12636, 22868),(12738, 22804)
(14868, 22868),(14906, 22804)
(15158, 22836),(16288, 22804)
(10178, 22900),(11074, 22836)
(12284, 22868),(12384, 22836)
(15158, 22868),(15318, 22836)
(12284, 22900),(15318, 22868)
(10178, 22964),(10618, 22900)
(12628, 22964),(13658, 22900)
(14100, 22964),(14210, 22900)
(14524, 22996),(14618, 22900)
(15060, 22932),(15318, 22900)
(15060, 22964),(15618, 22932)
(15892, 22964),(16770, 22932)
(10178, 23060),(10538, 22964)
(12628, 22996),(13498, 22964)
(15060, 22996),(15258, 22964)
(15892, 22996),(15938, 22964)
(11284, 23060),(11658, 22996)
(12204, 23028),(13498, 22996)
(14228, 23060),(15060, 22996)
(15060, 23028),(15258, 22996)
(15644, 23028),(15938, 22996)
(12308, 23092),(12354, 23028)
(12606, 23092),(12674, 23028)
(12926, 23060),(13498, 23028)
(7178, 24820),(7196, 24788)
(7196, 24820),(8660, 24724)
(7320, 24116),(7572, 24084)
(7404, 24564),(7490, 24276)
(7490, 24564),(7698, 24404)
(7490, 24308),(7764, 24276)
(7572, 24180),(7878, 24084)
(7698, 24564),(8284, 24468)
(7764, 24372),(8284, 24276)
(7878, 24180),(8364, 24148)
(8284, 24564),(8364, 24276)
(8364, 24564),(8386, 24276)
(8364, 24276),(8386, 24148)
(8386, 24564),(8638, 24276)
(8386, 24180),(8532, 24148)
(8468, 25000),(8538, 24916)
(8532, 24180),(8638, 24084)
(8538, 24948),(8642, 24916)
(8638, 24564),(8642, 24084)
(8642, 24500),(8658, 24084)
(8658, 24500),(9070, 24468)
(8658, 24372),(9072, 24084)
(8660, 24884),(8932, 24724)
(8932, 24948),(8962, 24724)
(8962, 24948),(8978, 24788)
(15060, 23060),(15064, 23028)
(15644, 23060),(15682, 23028)
(10178, 23092),(11738, 23060)
(12926, 23092),(13578, 23060)
(13908, 23092),(15060, 23060)
(15060, 23124),(15064, 23060)
(15316, 23092),(15682, 23060)
(10178, 23188),(10298, 23092)
(10708, 23124),(11738, 23092)
(12948, 23156),(13418, 23092)
(14604, 23156),(14808, 23092)
(15316, 23124),(15338, 23092)
(10708, 23156),(11758, 23124)
(15060, 23156),(15338, 23124)
(10844, 23252),(10998, 23156)
(14604, 23188),(14698, 23156)
(15188, 23252),(15234, 23156)
(10178, 23220),(10434, 23188)
(14228, 23252),(14698, 23188)
(10444, 23284),(11140, 23252)
(13599, 23284),(15554, 23252)
(11164, 23604),(11714, 23572)
(11164, 23636),(11458, 23604)
(9282, 23700),(9338, 23636)
(10580, 23668),(11458, 23636)
(10924, 23700),(11458, 23668)
(9282, 23764),(9658, 23700)
(10924, 23764),(11578, 23700)
(9282, 23796),(9730, 23764)
(10804, 23796),(12162, 23764)
(9572, 23892),(9578, 23796)
(10804, 23828),(11498, 23796)
(10452, 23892),(11498, 23828)
(9282, 23924),(12802, 23892)
(9072, 24116),(10434, 24084)
(9072, 24180),(10178, 24116)
(9072, 24276),(9282, 24180)
(9572, 24212),(10178, 24180)
(9572, 24244),(10538, 24212)
(9572, 24276),(10434, 24244)
(9072, 24308),(9572, 24276)
(9572, 24308),(10434, 24276)
(9332, 24404),(9572, 24308)
(9572, 24372),(10114, 24308)
(9572, 24404),(9618, 24372)
(9244, 24468),(9572, 24404)
(9572, 24468),(9618, 24404)
(9070, 24500),(9572, 24468)
(9572, 24500),(9794, 24468)
(9070, 24564),(9154, 24500)
(9390, 24788),(9922, 24724)
(10350, 24756),(10900, 24724)
(10350, 24788),(10562, 24756)
(8978, 24820),(10562, 24788)
(9564, 24884),(9938, 24820)
(10524, 24852),(10562, 24820)
(10524, 24916),(10778, 24852)
(11540, 24884),(12162, 24852)
(9564, 24916),(9688, 24884)
(11540, 24916),(11818, 24884)
(8978, 24948),(9564, 24916)
(8980, 25000),(9498, 24948)
(9564, 24948),(9688, 24916)
(9940, 24948),(10840, 24916)
(11092, 24980),(11818, 24916)
(10068, 25000),(10242, 24948)
(10604, 25000),(10840, 24948)
(10840, 25000),(11978, 24980)
(19476, 39252),(20000, 39188)
(19127, 39284),(20000, 39252)
(19544, 28404),(19812, 28372)
(19812, 28404),(19972, 28308)
(19972, 28404),(20000, 28244)
(0, 40000),(1018, 25000)
(1018, 25204),(4134, 25000)
(4134, 25044),(7018, 25000)
(4134, 25076),(7098, 25044)
(4134, 25140),(6938, 25076)
(4948, 25204),(6938, 25140)
(6938, 25204),(8480, 25172)
(1018, 25844),(1880, 25364)
(1880, 25780),(2132, 25556)
(1880, 25460),(2080, 25364)
(2332, 25396),(7072, 25364)
(11092, 25428),(12244, 25364)
(12504, 25428),(13912, 25364)
(14164, 25428),(14616, 25364)
(14868, 25396),(15554, 25364)
(2332, 25428),(6938, 25396)
(14868, 25428),(15258, 25396)
(2080, 25460),(6938, 25428)
(7956, 25492),(9178, 25428)
(10196, 25460),(15258, 25428)
(2132, 25524),(6858, 25460)
(10196, 25492),(11138, 25460)
(12444, 25524),(13506, 25460)
(14364, 25524),(14594, 25460)
(15004, 25524),(15072, 25460)
(7764, 25556),(11138, 25492)
(2132, 25620),(2538, 25524)
(2924, 25556),(6858, 25524)
(12444, 25556),(12618, 25524)
(13076, 25556),(13506, 25524)
(2924, 25588),(12444, 25556)
(12444, 25588),(12618, 25556)
(13076, 25588),(14338, 25556)
(2924, 25620),(6402, 25588)
(9262, 25652),(11864, 25588)
(12116, 25652),(12218, 25588)
(13076, 25620),(13570, 25588)
(2132, 25652),(2924, 25620)
(2924, 25652),(6402, 25620)
(12820, 25684),(13570, 25620)
(14684, 25652),(15234, 25620)
(2132, 25844),(2138, 25652)
(2138, 25844),(2644, 25748)
(2644, 25716),(2924, 25652)
(2924, 25684),(6402, 25652)
(14804, 25684),(15234, 25652)
(2924, 25716),(7098, 25684)
(12692, 25716),(14552, 25684)
(14804, 25748),(15490, 25684)
(15884, 25748),(16112, 25684)
(16372, 25748),(16450, 25684)
(2644, 25844),(2648, 25716)
(2648, 25844),(2900, 25812)
(2900, 25844),(2924, 25716)
(2924, 25844),(7098, 25716)
(7098, 25844),(11842, 25748)
(12892, 25748),(14552, 25716)
(12132, 25812),(12640, 25748)
(12892, 25780),(17178, 25748)
(12892, 25812),(14872, 25780)
(11842, 25844),(12892, 25812)
(12892, 25844),(14872, 25812)
(15124, 25844),(15540, 25780)
(1018, 26484),(1824, 26004)
(1824, 26036),(4832, 26004)
(5084, 26036),(6972, 26004)
(7252, 26036),(12064, 26004)
(1824, 26100),(2392, 26036)
(2644, 26100),(3480, 26036)
(3732, 26068),(4832, 26036)
(5084, 26068),(6290, 26036)
(1824, 26420),(1890, 26100)
(1890, 26420),(2076, 26196)
(2076, 26484),(2196, 26196)
(2196, 26484),(2298, 26100)
(2298, 26484),(2626, 26324)
(6548, 26068),(6972, 26036)
(7252, 26068),(11158, 26036)
(3732, 26132),(6290, 26068)
(6548, 26100),(11158, 26068)
(2298, 26228),(2392, 26100)
(2392, 26228),(2644, 26132)
(2626, 26484),(3018, 26388)
(2644, 26132),(2882, 26100)
(3324, 26132),(3480, 26100)
(2644, 26228),(2684, 26132)
(2684, 26292),(2882, 26132)
(2882, 26292),(3084, 26196)
(3018, 26484),(3860, 26452)
(3084, 26356),(3202, 26196)
(3202, 26292),(3258, 26196)
(6548, 26132),(6658, 26100)
(7244, 26164),(8218, 26100)
(9940, 26196),(9986, 26100)
(10364, 26164),(11018, 26100)
(3324, 26164),(3732, 26132)
(3732, 26164),(6548, 26132)
(6548, 26164),(6658, 26132)
(3324, 26196),(3418, 26164)
(4116, 26228),(5442, 26164)
(6382, 26228),(6548, 26164)
(6548, 26196),(6658, 26164)
(7764, 26196),(8218, 26164)
(10364, 26196),(10754, 26164)
(3258, 26228),(3324, 26196)
(3324, 26228),(3418, 26196)
(6548, 26228),(7178, 26196)
(7764, 26228),(10364, 26196)
(10364, 26228),(10754, 26196)
(4820, 26292),(5378, 26228)
(8340, 26292),(8450, 26228)
(10124, 26292),(10364, 26228)
(10364, 26260),(10754, 26228)
(10364, 26292),(11098, 26260)
(3860, 26484),(3890, 26388)
(3890, 26484),(4180, 26452)
(3964, 26356),(4180, 26324)
(4180, 26484),(4820, 26324)
(4820, 26484),(4888, 26292)
(4888, 26484),(5140, 26388)
(5140, 26484),(5170, 26292)
(5170, 26484),(5460, 26388)
(5460, 26484),(6458, 26324)
(6458, 26484),(8444, 26388)
(8444, 26484),(8450, 26292)
(8450, 26484),(10058, 26324)
(10388, 26356),(11010, 26292)
(10058, 26484),(10290, 26388)
(12052, 26356),(12378, 26324)
(10580, 26452),(10898, 26356)
(10290, 26484),(10580, 26452)
(10580, 26484),(11860, 26452)
(11860, 26484),(11928, 26388)
(11928, 26484),(12180, 26452)
(12180, 26484),(12378, 26356)
(12378, 26484),(12458, 26388)
(12458, 26484),(12888, 26452)
(1018, 27124),(1880, 26644)
(1880, 27124),(2017, 26836)
(1880, 26740),(2132, 26644)
(2017, 27124),(2898, 26964)
(2017, 26868),(2132, 26836)
(2132, 26868),(2578, 26836)
(2132, 26836),(2136, 26644)
(2136, 26836),(2388, 26708)
(2388, 26836),(2400, 26644)
(2652, 26676),(4952, 26644)
(5212, 26676),(12290, 26644)
(2400, 26836),(2578, 26708)
(2578, 26804),(2652, 26708)
(2652, 26804),(2778, 26676)
(2778, 26804),(3219, 26772)
(2898, 27124),(3764, 27028)
(3363, 26932),(3764, 26900)
(3523, 26804),(3684, 26772)
(3684, 26804),(3714, 26676)
(3714, 26740),(4924, 26676)
(3764, 27124),(3844, 26900)
(3844, 27124),(4219, 26836)
(4219, 27124),(4299, 26900)
(4299, 27124),(4603, 26964)
(4603, 27124),(4897, 26900)
(4897, 27124),(5778, 26964)
(4924, 26804),(4952, 26676)
(4952, 26804),(5204, 26708)
(12724, 26708),(12768, 26644)
(13020, 26676),(15298, 26644)
(15612, 26676),(18528, 26644)
(5212, 26708),(5658, 26676)
(6564, 26708),(12290, 26676)
(5204, 26868),(5298, 26708)
(5298, 26868),(5458, 26836)
(5298, 26740),(5658, 26708)
(5778, 27124),(6644, 27028)
(6243, 26932),(6644, 26900)
(6403, 26804),(6564, 26772)
(6564, 26804),(6724, 26708)
(6644, 27124),(6724, 26900)
(6724, 27124),(7042, 26708)
(7042, 27124),(7179, 26900)
(7042, 26804),(7403, 26708)
(7179, 27124),(7483, 26964)
(7403, 26868),(7483, 26708)
(7483, 27124),(7640, 26708)
(7640, 27060),(7892, 26708)
(13020, 26708),(13178, 26676)
(14084, 26708),(15298, 26676)
(15612, 26708),(16058, 26676)
(16964, 26740),(18458, 26676)
(7892, 26740),(13178, 26708)
(14084, 26740),(16058, 26708)
(7892, 26804),(11522, 26740)
(12444, 26772),(13178, 26740)
(14084, 26772),(15072, 26740)
(15332, 26772),(16058, 26740)
(16964, 26772),(18032, 26740)
(18292, 26772),(18458, 26740)
(12444, 26804),(13619, 26772)
(13923, 26804),(15072, 26772)
(15332, 26804),(16499, 26772)
(16803, 26804),(18032, 26772)
(18292, 26804),(19458, 26772)
(7892, 26868),(8258, 26804)
(8623, 26868),(8698, 26804)
(11044, 26836),(11522, 26804)
(12444, 26836),(12978, 26804)
(14244, 26900),(14619, 26804)
(14923, 26836),(15072, 26804)
(15332, 26836),(15858, 26804)
(17124, 26900),(17282, 26804)
(17803, 26836),(18032, 26804)
(18764, 26836),(19458, 26804)
(11044, 26868),(12444, 26836)
(12444, 26868),(12978, 26836)
(14923, 26868),(15332, 26836)
(15332, 26868),(15858, 26836)
(17803, 26868),(18218, 26836)
(18764, 26900),(19578, 26836)
(7892, 27124),(7898, 26868)
(7898, 27124),(9044, 26964)
(11044, 26900),(12417, 26868)
(15003, 26964),(15297, 26868)
(9044, 27124),(9111, 26900)
(9111, 27124),(9363, 27028)
(17883, 26900),(18218, 26868)
(9363, 26964),(12417, 26900)
(13763, 26932),(14699, 26900)
(16643, 26932),(17579, 26900)
(17883, 26964),(18764, 26900)
(18764, 26932),(19937, 26900)
(14164, 26964),(14699, 26932)
(17044, 26964),(17579, 26932)
(18764, 26964),(19522, 26932)
(9363, 27124),(9377, 26964)
(9377, 27124),(11685, 27092)
(9377, 26996),(11685, 26964)
(11685, 27124),(12090, 26964)
(12090, 27124),(12342, 27092)
(12090, 26996),(12342, 26964)
(12342, 27124),(13298, 26964)
(13298, 27124),(14164, 27028)
(14164, 27124),(15003, 27028)
(14164, 27028),(15003, 26964)
(15003, 27124),(16178, 26964)
(16178, 27124),(17044, 27028)
(17044, 27124),(17883, 27028)
(17044, 27028),(17883, 26964)
(17883, 27124),(18764, 26964)
(18764, 27124),(19522, 26964)
(19522, 27124),(19812, 27028)
(19812, 27124),(19818, 26932)
(19818, 27124),(20000, 27028)
(1018, 27764),(1816, 27284)
(1816, 27316),(5058, 27284)
(7188, 27316),(15458, 27284)
(1816, 27764),(2017, 27476)
(17428, 27348),(18128, 27284)
(1816, 27380),(2068, 27316)
(2017, 27764),(2578, 27540)
(2068, 27444),(2178, 27316)
(2178, 27444),(2410, 27412)
(2578, 27764),(2778, 27604)
(2778, 27764),(3684, 27732)
(2778, 27636),(3219, 27604)
(3363, 27508),(3764, 27476)
(3523, 27636),(3684, 27604)
(3684, 27764),(3844, 27604)
(3764, 27508),(3844, 27412)
(3844, 27764),(3970, 27412)
(3970, 27764),(4523, 27604)
(3970, 27508),(4034, 27412)
(4034, 27508),(4299, 27476)
(4523, 27764),(4603, 27540)
(4603, 27764),(4897, 27476)
(4897, 27764),(5458, 27540)
(5458, 27764),(5658, 27604)
(5658, 27764),(6564, 27732)
(5658, 27636),(6099, 27604)
(6243, 27508),(6644, 27476)
(6403, 27636),(6564, 27604)
(6564, 27764),(6724, 27604)
(6644, 27508),(6724, 27412)
(6724, 27764),(6914, 27412)
(6914, 27764),(7403, 27604)
(6914, 27508),(7060, 27412)
(7060, 27508),(7179, 27348)
(7179, 27444),(7188, 27348)
(7188, 27444),(7483, 27316)
(7403, 27764),(7483, 27540)
(7483, 27764),(7658, 27316)
(7658, 27764),(8804, 27668)
(7658, 27572),(7850, 27316)
(7850, 27572),(8058, 27540)
(7850, 27444),(8102, 27316)
(8102, 27508),(8338, 27316)
(8338, 27444),(9084, 27316)
(8724, 27572),(8804, 27540)
(8804, 27764),(9084, 27540)
(9084, 27764),(9218, 27316)
(9218, 27764),(10936, 27604)
(9218, 27508),(9850, 27316)
(9850, 27508),(10102, 27412)
(10102, 27508),(10448, 27316)
(10448, 27444),(11266, 27316)
(10936, 27764),(12167, 27668)
(11266, 27380),(12444, 27316)
(12167, 27764),(12372, 27604)
(12192, 27508),(12372, 27476)
(12372, 27764),(12417, 27476)
(12417, 27764),(12610, 27540)
(12444, 27444),(12578, 27316)
(12578, 27444),(13298, 27412)
(12610, 27700),(12978, 27540)
(12978, 27700),(13002, 27604)
(13002, 27764),(13178, 27604)
(13178, 27764),(14084, 27732)
(13178, 27636),(13619, 27604)
(13763, 27508),(14164, 27476)
(13923, 27636),(14084, 27604)
(14084, 27764),(14244, 27604)
(14164, 27508),(14244, 27412)
(14244, 27764),(14484, 27412)
(14484, 27764),(14619, 27316)
(14619, 27764),(15072, 27604)
(14619, 27508),(14699, 27316)
(14699, 27444),(15003, 27316)
(15003, 27508),(15124, 27316)
(15072, 27764),(15332, 27668)
(15124, 27572),(15297, 27316)
(15297, 27572),(15332, 27540)
(15297, 27444),(15458, 27316)
(15332, 27764),(15858, 27540)
(15458, 27444),(16178, 27348)
(15858, 27764),(16058, 27604)
(16058, 27764),(16964, 27732)
(16058, 27636),(16499, 27604)
(16178, 27380),(17044, 27348)
(16643, 27508),(17044, 27476)
(16803, 27636),(16964, 27604)
(16964, 27764),(17124, 27604)
(17044, 27508),(17124, 27348)
(17124, 27764),(17282, 27348)
(17282, 27764),(18204, 27604)
(17282, 27508),(17410, 27348)
(17410, 27508),(17579, 27476)
(17410, 27380),(18444, 27348)
(17883, 27508),(18204, 27476)
(18204, 27764),(18378, 27476)
(18378, 27764),(18698, 27604)
(18378, 27508),(18444, 27476)
(18444, 27508),(18522, 27348)
(18522, 27444),(18782, 27348)
(18698, 27764),(19288, 27668)
(18782, 27508),(18882, 27348)
(18882, 27444),(18900, 27348)
(18900, 27444),(18912, 27284)
(19164, 27348),(20000, 27284)
(18912, 27380),(20000, 27348)
(18912, 27444),(19472, 27380)
(19732, 27444),(20000, 27380)
(19172, 27508),(19404, 27444)
(19288, 27764),(19540, 27732)
(19404, 27572),(19472, 27444)
(19472, 27572),(19732, 27476)
(19732, 27476),(19937, 27444)
(19732, 27540),(19937, 27476)
(19732, 27572),(20000, 27540)
(19540, 27764),(19608, 27668)
(19608, 27764),(19860, 27732)
(19860, 27764),(19964, 27668)
(19964, 27764),(20000, 27572)
(1018, 28404),(1898, 27924)
(1898, 28404),(2260, 28308)
(1898, 28212),(2017, 27924)
(2017, 28148),(2178, 27924)
(2178, 28148),(2578, 27988)
(2260, 28404),(2898, 28244)
(4116, 27988),(4960, 27924)
(2578, 28084),(2778, 27988)
(2778, 28084),(3219, 28052)
(2898, 28404),(3764, 28308)
(3363, 28212),(3764, 28180)
(3540, 28084),(3684, 28052)
(3684, 28084),(3844, 27988)
(3764, 28404),(3844, 28180)
(3844, 28404),(4034, 27988)
(4034, 28404),(4299, 28180)
(4034, 28084),(4523, 27988)
(4299, 28404),(4603, 28244)
(4523, 28148),(4603, 27988)
(4603, 28404),(4672, 27988)
(4672, 28404),(4897, 28116)
(4672, 28020),(4932, 27988)
(4897, 28404),(5778, 28244)
(5212, 27988),(5268, 27924)
(5528, 27956),(10971, 27924)
(12162, 27988),(12938, 27924)
(13652, 27956),(15458, 27924)
(17428, 27988),(20000, 27924)
(5528, 27988),(5658, 27956)
(6564, 28052),(10971, 27956)
(14084, 27988),(15458, 27956)
(4932, 28052),(5658, 27988)
(12162, 28052),(13178, 27988)
(14084, 28052),(16058, 27988)
(16964, 28020),(20000, 27988)
(16964, 28052),(19578, 28020)
(4932, 28084),(6099, 28052)
(6420, 28084),(10971, 28052)
(12162, 28084),(13619, 28052)
(13923, 28084),(16499, 28052)
(16803, 28084),(19578, 28052)
(4932, 28116),(5458, 28084)
(6724, 28180),(6914, 28084)
(7403, 28148),(8488, 28084)
